,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,year,month,suburb,weekly_rent
71,"49 ADELAIDE STREET, CHEWTON",-37.086142,144.253413,3.0,2.0,2,$350_pw,House,January 2012,3451,2012,1,CHEWTON,350
125,"16 STEELE STREET, CHEWTON",-37.0797293,144.248306,3.0,2.0,2,$330_pw,House,July 2012,3451,2012,7,CHEWTON,330
143,"114 FRYERS ROAD, CHEWTON",-37.094488,144.2554,2.0,1.0,3,$235_pw,House,January 2012,3451,2012,1,CHEWTON,235
160,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2.0,1.0,0,$270_pw,House,August 2012,3451,2012,8,CHEWTON,270
161,"173 MAIN ROAD, CHEWTON",-37.080952,144.259378,2.0,1.0,0,$270_pw,House,April 2012,3451,2012,4,CHEWTON,270
213,"17 PARK STREET, CHILTERN",-36.148025,146.608721,3.0,2.0,0,$190,Rental_residential,May 2012,3683,2012,5,CHILTERN,190
214,"17 PARK STREET, CHILTERN",-36.148025,146.608721,3.0,2.0,0,$190,Rental_residential,April 2012,3683,2012,4,CHILTERN,190
238,"2/20 NICKLESS STREET, CHILTERN",-36.154038,146.602977,2.0,1.0,2,$185_pw,Rental_residential,March 2012,3683,2012,3,CHILTERN,185
250,"3 MARTINS LANE, CHILTERN",-36.1514034,146.6082599,2.0,1.0,1,$210,Townhouse,February 2012,3683,2012,2,CHILTERN,210
304,"2/56 ALBERT ROAD, CHILTERN",-36.14908,146.604709,2.0,1.0,1,$175_pw,House,June 2012,3683,2012,6,CHILTERN,175
447,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3.0,1.0,1,$370_per_week,House,October 2012,3116,2012,10,PARK,370
448,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3.0,1.0,1,$370_pw,House,October 2012,3116,2012,10,PARK,370
449,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,3.0,1.0,1,$370,House,October 2012,3116,2012,10,PARK,370
531,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3.0,1.0,1,$300_pw,House,May 2012,3116,2012,5,PARK,300
532,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3.0,1.0,1,$300_per_week,House,May 2012,3116,2012,5,PARK,300
533,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,3.0,1.0,1,$300_pw,House,April 2012,3116,2012,4,PARK,300
551,"53 VICTORIA ROAD, CHIRNSIDE PARK",-37.755744,145.335116,3.0,1.0,1,$295_per_week,none,July 2012,3116,2012,7,PARK,295
557,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$350_pw,House,February 2012,3116,2012,2,PARK,350
558,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,3.0,2.0,1,$350_per_week,House,February 2012,3116,2012,2,PARK,350
644,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4.0,2.0,2,$400_pw,House,June 2012,3116,2012,6,PARK,400
645,"55 CHIRNSIDE DRIVE, CHIRNSIDE PARK",-37.754336,145.320414,4.0,2.0,2,$400_pw,House,May 2012,3116,2012,5,PARK,400
679,"56 MUIR ROAD, CHRISTMAS HILLS",-37.657453,145.338221,2.0,1.0,0,$340_per_week,Rental_residential,May 2012,3775,2012,5,HILLS,340
699,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4.0,2.0,2,$400_per_week,none,July 2012,3775,2012,7,HILLS,400
700,"136 WESTERING ROAD, CHRISTMAS HILLS",-37.681579,145.268052,4.0,2.0,2,$400_per_week,none,May 2012,3775,2012,5,HILLS,400
701,"1251 SKYLINE ROAD, CHRISTMAS HILLS",-37.626424,145.352993,4.0,2.0,2,$600_per_week,House,June 2012,3775,2012,6,HILLS,600
702,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$950,House,April 2012,3775,2012,4,HILLS,950
703,"23 WESTERING ROAD, CHRISTMAS HILLS",-37.673706,145.275099,5.0,2.0,7,$950,House,February 2012,3775,2012,2,HILLS,950
854,"17 AUCHTERLONIE CRESCENT, CHURCHILL",-38.316505,146.414675,3.0,2.0,1,$260_per_week,House,July 2012,3842,2012,7,CHURCHILL,260
875,"13 GUNDAROO PLACE, CHURCHILL",-38.320975,146.423926,3.0,1.0,0,$210_pw,House,November 2012,3842,2012,11,CHURCHILL,210
909,"38 COOLABAH DRIVE, CHURCHILL",-38.303151,146.416263,3.0,1.0,1,$195_per_week,House,August 2012,3842,2012,8,CHURCHILL,195
923,"48 MCDONALD WAY, CHURCHILL",-38.312359,146.412762,3.0,1.0,1,$195_pw,Rental_residential,December 2012,3842,2012,12,CHURCHILL,195
1005,"4 CASEY COURT, CLARINDA",-37.942898,145.109007,3.0,1.0,2,$360_per_week,House,April 2012,3169,2012,4,CLARINDA,360
